"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Slfn10-ps",130.873425712249,8.84256506159281,0.27710074097161,31.9110119683829,1.87838279562532e-223,8.2743950997166e-222
"4921525O09Rik",126.102217789716,8.83881678890978,0.239109587710485,36.9655473607017,4.09836781139021e-299,3.19305671275476e-297
"4930447J18Rik",126.06990579596,8.83842506375502,0.248702296844735,35.5381722480546,1.26548231439519e-276,8.74942739224223e-275
"Ttll5",124.955624569556,8.82534883447659,0.248397535375285,35.5291320469144,1.74532136035788e-276,1.19876019750896e-274
"E330016A19Rik",128.40789656271,8.81572013382965,0.271001099063807,32.5302006681309,3.99027755865327e-232,1.89356807783364e-230
"1700123M08Rik",123.711692404732,8.8110094873302,0.271083746674517,32.5029058193937,9.70103933743262e-232,4.54165249698639e-230
"Limk1",124.768405360932,8.80626971341212,0.258057170648495,34.1252664720847,3.11306112369429e-255,1.81566246543958e-253
"Crx",123.054832861119,8.80326796867168,0.263041996581795,33.4671576518931,1.44886481051619e-245,8.08884953036848e-244
"Gm5615",122.250718626845,8.79373380433709,0.265364679240011,33.1382979435011,8.34967445325112e-241,4.38043222572571e-239
"Rplp2-ps1",122.228916866461,8.79342346303061,0.382573072891328,22.9849513364168,6.59259392319491e-117,8.95015351861572e-116
"Gm13305",120.130368963077,8.76830260456579,0.292113671561181,30.0167484722786,5.93341729369027e-198,2.143421333776e-196
"Mir193",119.537101522713,8.76112190156998,0.276254293705467,31.7139754971946,9.97063259650085e-221,4.23143919949061e-219
"Sco1",124.716845399301,8.75706169884507,0.279816646533822,31.295713844482,5.33693519878333e-215,2.1680001352256e-213
"Gfi1",119.933990185916,8.74901420248129,0.268933956936401,32.5322034530221,3.73835749623313e-232,1.78212110779333e-230
"Mthfd1",119.56900685093,8.72840792508816,0.32953486577622,26.4870544260268,1.36644221788507e-154,3.29460895028178e-153
"2410066E13Rik",119.524149266551,8.72735726939813,0.210406301453006,41.4785926520712,0,0
"Ccdc32",121.642602663817,8.71933825957896,0.279847950343731,31.1574133341666,4.0251048345595e-213,1.58573941406797e-211
"Slc37a4",122.694414827838,8.71595336485182,0.353191930937605,24.677668432894,1.85784527273185e-134,3.46975038413605e-133
"Ralgps1",115.731176398661,8.71405406535511,0.341461410928312,25.5198795133678,1.18621123867981e-143,2.50689176757434e-142
"Ap1m2",116.378522341496,8.70514417865187,0.26727261883085,32.5702805499921,1.08114642576739e-232,5.20146022350764e-231
"Bai1",113.813686616283,8.6898207630993,0.21320347929089,40.7583440570551,0,0
"Klhdc4",125.157109227067,8.68123541600082,0.281330757972972,30.857754333548,4.40859611802143e-209,1.66759940116463e-207
"Zfp574",114.689356336933,8.6670569368468,0.206027857227998,42.0674031825489,0,0
"Csf2rb2",113.33393107702,8.66665015312371,0.263945232470354,32.8350319951209,1.86303365545031e-236,9.35099584754866e-235
"Rfc3",121.082246520178,8.66605719406747,0.293748278476998,29.501644193452,2.74248561594326e-191,9.57576917406274e-190
"Supt5h",132.955627312779,8.66511448923538,0.200285310921347,43.263854195669,0,0
"Hrh1",111.740398686824,8.66301319340267,0.277646337105659,31.2016116751648,1.01313915737167e-213,4.02173870834991e-212
"1700049G17Rik",111.202961584321,8.65599827341255,0.251820950586839,34.3736224219659,6.25045638821457e-259,3.75027383292874e-257
"Churc1",156.680903603832,8.65294534611039,0.279834097181331,30.9216976532467,6.10363216494878e-210,2.35136235431975e-208
"Mefv",110.957015221395,8.65268695160964,0.271848028307542,31.8291326425249,2.5597005053401e-222,1.11346971982294e-220
"Snhg10",112.158368939936,8.65149542453221,0.31439345307025,27.518052109689,1.06777778338295e-166,2.9569230924451e-165
"Gm13315",109.988986551466,8.64001554687582,0.327746643658842,26.361873459395,3.75162521214279e-153,8.88139846139925e-152
"Grb10",109.960035031369,8.63888020402624,0.273526844473651,31.583299330821,6.26085791581361e-219,2.6041177944659e-217
"ERCC-00170",109.816634565976,8.63780887840804,0.267068269705361,32.3430742556485,1.73605482804728e-229,7.98432264529235e-228
"Apol11b",109.272887906383,8.63058838139214,0.293884260420052,29.3673038802975,1.43689497900375e-189,4.95088567023074e-188
"Vmn1r212",109.172690434986,8.6292475862947,0.276633543828903,31.1937860711204,1.29362033930204e-213,5.11568043269443e-212
"Chd7",133.28460638507,8.62662528196994,0.213172760801767,40.4677654383431,0,0
"Zfp330",124.059043404523,8.62347725176229,0.306950236590261,28.094056377202,1.15789863390198e-173,3.52433286820311e-172
"2200002K05Rik",108.698685187258,8.62291749775195,0.371495636163676,23.2113560923575,3.49670008180367e-119,4.92652481161003e-118
"Arl3",120.180734197894,8.622562072266,0.278175974436016,30.9967893156398,5.95521673375491e-211,2.31124396655767e-209
"Olfr983",108.613120418628,8.62181830858295,0.203718707431306,42.3221726531434,0,0
"Vmn1r5",108.288099356833,8.61740741979041,0.276163274107312,31.2040311936693,9.39394650811944e-214,3.74323670018195e-212
"Paip2b",115.451462812776,8.61184205962203,0.280975241597096,30.6498252681315,2.65688579019034e-206,9.83613037219402e-205
"Atp1a3",108.926526329938,8.60818476114678,0.225515630830907,38.1711224602488,0,0
"Esrrb",106.937497761412,8.59919079957349,0.237699338435208,36.1767552917168,1.41277252342816e-286,1.04605284713404e-284
"Myl6b",106.937784051758,8.59903779069742,0.258976071065123,33.2039858174197,9.42993466981826e-242,5.07466587386096e-240
"Gm4027",106.436896834327,8.59232173410306,0.317816961109802,27.0354411045247,5.66529304863778e-161,1.47495410044335e-159
"1700071K01Rik",106.206724123757,8.58919402942215,0.291383249912225,29.4773087746448,5.62559525584287e-191,1.95770714903332e-189
"Dnmt3a",112.362013759605,8.58834722454541,0.251414158933226,34.1601573315782,9.44894305186205e-256,5.60494121939999e-254
"2810049E08Rik",104.695292306462,8.56834438917866,0.334776026277609,25.5942591960676,1.76742075569031e-144,3.78888556250654e-143
"Prl6a1",104.598645524059,8.56699642254942,0.286863738179644,29.864340738614,5.71834680813978e-196,2.03752698556243e-194
"Hao1",104.458357688768,8.56505814544892,0.21815390794467,39.2615389114242,0,0
"Ttc26",103.77064326321,8.5554229939722,0.337184842864334,25.3730948321851,4.99823330494745e-142,1.0353483274534e-140
"Sertad2",114.328116395244,8.55040554375341,0.324434326086666,26.3548116097597,4.52037492730003e-153,1.06770846699123e-151
"Smc5",117.620203283619,8.54737794366537,0.35746823960778,23.9108737409614,2.36059573690584e-126,3.77406117814655e-125
"Mir297a-3",103.130925899353,8.54644200295957,0.280564529347472,30.4615912169532,8.41281798960791e-204,3.07097272068205e-202
"Olfr963",103.082740296971,8.54577220715412,0.246288557832984,34.6982104339142,8.3833915808707e-264,5.27244627134278e-262
"Efnb3",102.562468835658,8.53839989650553,0.288116953975803,29.635187303912,5.26389105993437e-193,1.85658860357145e-191
"4930529F22Rik",102.273105876175,8.53430558727377,0.265706175623601,32.1193347021164,2.36832665517802e-226,1.06574699483011e-224
"Hsd17b12",118.296639493276,8.52363625573555,0.266185687929531,32.0213919915637,5.49426577197132e-225,2.44085679401619e-223
"Cpn2",100.956330456801,8.5154352849885,0.274185255830964,31.0572326698642,9.11145134521045e-212,3.5626798518351e-210
"Il12rb1",103.308913182589,8.51514160099009,0.288890575437642,29.4753180787932,5.96597515398526e-191,2.06926181420618e-189
"Suv39h2",101.599774146478,8.50812749871532,0.323394780999317,26.3087965502241,1.52106672714323e-152,3.56852508570232e-151
"Map6d1",99.7447114859607,8.4978406896059,0.291596225317679,29.1424920893538,1.04002216109853e-186,3.46895570666731e-185
"Gm6793",99.2319145509494,8.49036548294651,0.261090830137103,32.5188191346593,5.77991437622396e-232,2.73042108994471e-230
"Adam21",98.7891277239006,8.48384770377728,0.353029149897304,24.0315784298413,1.30088095200368e-127,2.13540835517586e-126
"Npc2",216.549191245894,8.48310331762921,0.26016675795692,32.6064074605331,3.32737725302651e-233,1.60823233896281e-231
"Nlrp9a",98.31352594978,8.47682904221418,0.20882008111668,40.5939361620959,0,0
"Endog",107.231434469915,8.47264739656522,0.255206107027323,33.1992345138438,1.1042847617615e-241,5.9121707245077e-240
"Olfr824",97.8253276925021,8.46960355692775,0.231035623695953,36.6592970444847,3.25367882041653e-294,2.46147875979338e-292
"Cxcl17",97.4460767914416,8.46395165967432,0.214894023444798,39.3866312519786,0,0
"Pvt1",99.4377613811375,8.45965775521951,0.263472556820438,32.108307055998,3.37591444761095e-226,1.51264149498105e-224
"Ppp2r2b",96.2569718277593,8.44605216842983,0.30587405732319,27.6128424958434,7.80200453229573e-168,2.18959482035396e-166
"Eid2",96.2306263863901,8.44562503292378,0.218815779155787,38.596965289742,0,0
"Capza2",153.761407389278,8.44332292569493,0.254986263554243,33.112854033797,1.94108740267256e-240,1.00820659123888e-238
"Nle1",102.382198474376,8.4368858767822,0.318209318091335,26.5136355132145,6.74895273944179e-155,1.63858294418075e-153
"Olfr955",95.0160226322815,8.42715668062772,0.29463672058717,28.6018547309159,6.37120177696147e-180,2.01561656216599e-178
"Gm805",94.9166989827242,8.42563916366163,0.298899166967318,28.1889014584738,7.9991423603723e-175,2.46345269151289e-173
"1700012I11Rik",94.0297356987096,8.41192896981318,0.367719752940543,22.8759235873122,8.06999276554213e-116,1.06917163035863e-114
"Pde8a",96.0888090363488,8.40972445316754,0.304785426945431,27.5922787301547,1.37733605667038e-167,3.85506392269136e-166
"Pnrc1",168.707621380984,8.40513202368803,0.25609724314958,32.8200800614586,3.04498575888699e-236,1.51379292013239e-234
