Genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Jund,3.46300610272059,2.13487605728705,0.206450816534919,10.3408457913556,4.60455483255053e-25,1.05097403698792e-24
Myl12a,3.45727278234776,2.12461795287786,0.198619514413131,10.696924514973,1.05212458201453e-26,2.44800103325868e-26
Txn1,3.12858501807698,2.11171965246727,0.221157944158298,9.54846845092647,1.31627721386458e-21,2.87367923729531e-21
Npm1,4.73340243964062,2.10688045609068,0.220125918298674,9.57125118375201,1.05619631250722e-21,2.31215967762118e-21
Gm1821,3.01711647283982,2.10286646531629,0.19680647028205,10.6849457860944,1.19718982956722e-26,2.78304649759113e-26
Eef1b2,4.78215957947926,2.10260016012991,0.207957211109614,10.1107345540503,4.95116473672963e-24,1.1142522063258799e-23
Pabpc1,4.01419119223914,2.09719147074141,0.208864007444209,10.0409424122613,1.0070735283403399e-23,2.25764389861996e-23
Ier2,3.01567553043303,2.08566854139116,0.219633627967766,9.49612571029993,2.17844736589113e-21,4.74504287500592e-21
Atp5h,3.64662263420226,2.06119668545145,0.20149299301391,10.2296196737182,1.46091981539819e-24,3.30559230012075e-24
Lamp1,2.99712342867154,2.05703473513758,0.220318419871674,9.33664437288412,9.94355810585164e-21,2.1488459247586698e-20
Gnas,3.97713573549808,2.04674980951018,0.201117116040363,10.1769051277536,2.5143095836301402e-24,5.67309099915683e-24
Uqcrh,3.89131892820036,2.03633430955618,0.207384475366384,9.81912607469103,9.31475340385593e-23,2.0651099073318299e-22
Cox7a2l,3.60397114324494,2.03200762612303,0.206304026098493,9.84957814227489,6.88322731283116e-23,1.52862993290698e-22
Gngt2,2.88808855258905,2.02283355414747,0.239473702666048,8.44699660809254,2.98892408752243e-17,6.19134275272503e-17
Sat1,2.84926844440121,2.01076695875611,0.222465019444417,9.03857587937999,1.5872612408612499e-19,3.3790798031385597e-19
Tsc22d3,3.06155514725665,2.00782420119602,0.20112942734723,9.98274706828309,1.8137444358009298e-23,4.0547091883858e-23
Cdk2ap2,3.0916575356968,2.00559457962094,0.209133396514834,9.59002537635678,8.80633509061646e-22,1.93025694616913e-21
Gnb2,3.09099742647552,1.99738387204506,0.203766758364081,9.802304792405,1.10045521707103e-22,2.43870780433487e-22
Zfp36l2,2.88405167538895,1.97285030723308,0.206357452908619,9.56035403338068,1.17354560659206e-21,2.56421434341171e-21
Snrpg,3.58258049411635,1.9674783964918,0.200258000894324,9.82471805223919,8.812026718690749e-23,1.95448393760636e-22
Actr3,3.61672863921522,1.94237727412039,0.204951239366301,9.47726532479689,2.61034218862142e-21,5.67986086894699e-21
Capzb,3.08792196717913,1.92989243418933,0.204594891763016,9.43274984804971,3.99476100550862e-21,8.67054155873389e-21
Tmbim6,3.02453002399994,1.91662155113119,0.198168029904707,9.67169907301816,3.97719380567086e-22,8.74329402636424e-22
Rn45s,4.1479475299553,1.91444539074544,0.236714086359307,8.0875854081599,6.08591536197148e-16,1.2375721928122802e-15
Rps29,34.3287095906592,1.90687166472965,0.227830305246953,8.3697015753138,5.776433534260441e-17,1.1915820212938e-16
Calm2,2.9718725309006,1.90650996831616,0.205317180010542,9.28568163764118,1.6067538838258998e-20,3.4643764037881895e-20
Cox6c,3.45960416525076,1.89151974482234,0.19672792369479,9.61490219231359,6.91750621200247e-22,1.5175197489662901e-21
Arpc3,3.14600843153755,1.86302888202771,0.199129638865552,9.3558592916727,8.29228970487505e-21,1.7938562892435898e-20
Hmgb1,3.18284000631093,1.86054128618441,0.20000733700296,9.30236517351796,1.37355601726616e-20,2.96463196614817e-20
Cd53,3.22268090251669,1.85494618314476,0.200105029040364,9.26986289170469,1.86385359065113e-20,4.01622940895723e-20
Arpc5,2.92704356699649,1.85014992204794,0.205324637732778,9.01085199748818,2.0446179670185598e-19,4.34741579952623e-19
Nfkbia,3.09521156729846,1.8487725933904,0.233286616148798,7.92489780987347,2.2833402906680103e-15,4.60105628924417e-15
Aldoa,2.89949936627064,1.83672266558056,0.199789517301632,9.1932884687217,3.8101154513672095e-20,8.17796161847732e-20
Cox6a1,3.15295028089267,1.82709516726525,0.193540839133573,9.44035985089571,3.71501337290737e-21,8.06670957012333e-21
Sub1,3.16452706756519,1.82677554778099,0.209751888652438,8.70922097301342,3.0597029197291898e-18,6.391216182867689e-18
Sepw1,3.20687705186177,1.81693076304569,0.198609896293267,9.14823881868814,5.78692511423903e-20,1.2390381089551998e-19
Hnrnpa2b1,3.07155306764547,1.8143765227395,0.19989316505761,9.0767311739578,1.11884515911296e-19,2.38577276575557e-19
Serf2,7.15167053418785,1.80752356121889,0.197316900489323,9.16051061382195,5.16523276632391e-20,1.1068355927837e-19
Tubb5,2.96357942661855,1.79688841539632,0.220248475202272,8.15846018341825,3.3932253675478e-16,6.92170239101193e-16
Sumo2,3.11081102119212,1.79573186792452,0.204136498319561,8.79672122676187,1.4087169455192599e-18,2.95677621858083e-18
Tceb2,2.9778098283555,1.78650340320758,0.198339926640545,9.00728075010984,2.1122880712149199e-19,4.490386370084249e-19
Ube2d3,2.88776135258767,1.7803427659421,0.198008182827678,8.99125854556976,2.44415340528008e-19,5.188483438618139e-19
Rap1b,2.73221931636014,1.77885313868231,0.206220894013986,8.62595978544092,6.355735256745829e-18,1.32416436001649e-17
Atp5j2,2.96093769545427,1.77801702671332,0.199524448130069,8.91127399863418,5.044946857645749e-19,1.06617905250651e-18
Myl12b,2.83128988429412,1.76718015153532,0.199006441827569,8.88001481412601,6.685145865591179e-19,1.40910403466125e-18
Tuba1b,2.68463065052717,1.76501420821362,0.220152938289843,8.01721849330892,1.0816661409891201e-15,2.1897604250390603e-15
Tomm6,2.839811745987,1.7509806609763,0.199749493859978,8.76588284225496,1.8531865812315e-18,3.8849935558347096e-18
Gm2a,2.62872341073851,1.75063456474535,0.23562852368747,7.42963770832486,1.08895525027945e-13,2.14220704973006e-13
Fkbp1a,2.51703061621465,1.75049695094594,0.208809805677718,8.38321239399887,5.15024207307631e-17,1.06345979515262e-16
2010107E04Rik,2.73862718300083,1.74051978941446,0.201844834439399,8.62305837178621,6.5189204518804894e-18,1.3578916503917101e-17
Ubl5,2.74542537123118,1.73174099878578,0.198235684950913,8.73576823070272,2.42005720236065e-18,5.061177322244639e-18
Limd2,3.50216284853698,1.70845486521733,0.208416847735157,8.19729730961255,2.45851860942489e-16,5.027802993613289e-16
Atp6v0e,2.69091280571964,1.70353366582979,0.203384012607279,8.37594678161457,5.47816644936358e-17,1.1305012399951699e-16
Hint1,2.84326944790493,1.70340214118937,0.205373972732669,8.29414807789033,1.09366149002617e-16,2.24627699308936e-16
Atp5g2,2.9579795655792,1.69964244158235,0.205059241451399,8.28854349383317,1.14643641513521e-16,2.3537455602776e-16
Rpl28,10.5207410187664,1.69120738296114,0.203391370046187,8.31504002641359,9.17213082406546e-17,1.88535234895144e-16
Psmb8,3.11363276843645,1.66721462038683,0.204711610812015,8.14421133111897,3.81761957092186e-16,7.78436490633286e-16
H2-D1,14.7069639044229,1.66537433335113,0.197317870527243,8.4400583125146,3.17179388018367e-17,6.56753830010263e-17
Tomm7,2.5768432342541,1.65755165386892,0.198262865075556,8.36037375550504,6.251986853563461e-17,1.28866224582828e-16
Calr,2.86183204690424,1.64962654504609,0.208198617910416,7.92333091161965,2.31231128671116e-15,4.65763647178556e-15
Cd81,2.55369347111107,1.64262698653998,0.236082498309212,6.95785159130487,3.4550088643108898e-12,6.63666836125221e-12
Ddx5,5.38402973840882,1.63521386790305,0.177381971604611,9.21860239296464,3.00997722199212e-20,6.46720769656262e-20
Shfm1,3.6482879451317,1.63036498769731,0.187787264685056,8.68197846340454,3.88943082944149e-18,8.11788441810659e-18
Selplg,2.4785789186801,1.62878225817795,0.210922624273762,7.72217899234893,1.14357647985337e-14,2.27929332754279e-14
Ndufa4,2.79193918941452,1.62543836200864,0.201110018745867,8.08233409824615,6.35387451085398e-16,1.29155860384181e-15
Atp5j,2.67927930176387,1.62264701866208,0.198444321959518,8.17683772777886,2.91390010278758e-16,5.952087081413101e-16
Pkm2,2.53530409092004,1.61815977235289,0.205491734071951,7.87457354263362,3.4190704671986402e-15,6.864441476452651e-15
Ccdc72,2.82377112382937,1.61096746716161,0.203975902593973,7.89783227663097,2.8379567467056402e-15,5.708722241928111e-15
Cox5b,2.67721341541675,1.60770228445854,0.200178855234845,8.0313291959454,9.642224406825669e-16,1.9538979582154503e-15
Ptprc,2.93343860072953,1.60433373982609,0.204468026068756,7.84637955709811,4.28219618313892e-15,8.59072408761921e-15
Gm9320,2.34816252497009,1.591628991057,0.201957994629194,7.88099027215696,3.24796596888446e-15,6.5246805301431105e-15
Ndufa3,2.5270700178028,1.58676685207014,0.198419722150505,7.99702184275083,1.2746463348535e-15,2.5779364075688803e-15
Tspo,2.53955301553864,1.58648990953333,0.202551889424546,7.83251103724864,4.78221199459009e-15,9.58646183247323e-15
Akr1a1,2.28941672086649,1.57742606025396,0.205437615820823,7.67837016581105,1.61125344299365e-14,3.2034823738057e-14
Uqcrb,2.62172910392144,1.57197376079226,0.199670658173513,7.87283307007595,3.4669911654049804e-15,6.957975349255671e-15
Slc25a3,2.77578598495924,1.56828779179164,0.198711938250211,7.8922675990252,2.9674458150836702e-15,5.966897979482571e-15
Rbm3,2.5942935799915,1.55994460513948,0.202491268581025,7.70376232057273,1.3211748312113701e-14,2.6307581990934e-14
Cnbp,2.73021634774642,1.55762260310849,0.199797827357455,7.79599369877918,6.39035760197793e-15,1.2792969005685401e-14
Ost4,2.39066982412789,1.55671135791552,0.200164296393716,7.77716798631019,7.41660943814223e-15,1.4838904280223202e-14
Snrpb,2.53387500615985,1.55320970947899,0.199911381059525,7.76949116777156,7.8802037354641e-15,1.5748339777612e-14
Mrpl33,2.31931666987243,1.54891666041094,0.202912004223781,7.63344025079322,2.2857066364877e-14,4.53837529192308e-14
Atp6v1g1,2.54505526391965,1.54804188852461,0.203656128356708,7.60125364758571,2.9327563547302403e-14,5.81648486766408e-14
Prdx5,2.45510474482919,1.54387263950247,0.208980205208226,7.38765012678673,1.49446355381417e-13,2.93164214615181e-13
Grcc10,2.77885858043965,1.54268511309104,0.199612966124296,7.72838129227754,1.0892268641009401e-14,2.17221174044199e-14
Ifngr1,2.25342272287439,1.52742640607344,0.202665219567686,7.5366972652321,4.82023582821033e-14,9.52911608530881e-14
Eif3h,3.21465699779627,1.51998850569468,0.19087657584308,7.96320082221232,1.6764504343182502e-15,3.3859823049492205e-15
Psmb1,2.714978293444,1.51951250432046,0.195860581772653,7.75813331385,8.61885274842073e-15,1.72113279826917e-14
Ndufa13,2.66990514001807,1.51444055584467,0.196780641729176,7.69608505459067,1.4029843978186301e-14,2.79206197354679e-14
Cox5a,2.5958943160838,1.51364151058056,0.20798275797685,7.27772592932457,3.39494148400779e-13,6.61870944781351e-13
Tmem50a,2.38365315639924,1.5078800697024899,0.199593169521911,7.55476789769081,4.1960744635172e-14,8.30464784817432e-14
D8Ertd738e,2.39989406660125,1.50777441326144,0.200372366142249,7.52486204705012,5.2776016919550704e-14,1.04293321340168e-13
Aldh2,2.26441649498779,1.50761271680438,0.211339880299468,7.1335931233996,9.77820997893941e-13,1.89396126493743e-12
Sfpi1,2.20003072143301,1.50188998310771,0.214663243869991,6.99649346591124,2.6244800732584498e-12,5.0515435038381694e-12
S100a10,3.97853691854677,1.4979643261514,0.197233753106817,7.59486803123469,3.08106270799322e-14,6.10713777699814e-14
D4Wsu53e,2.61727233194004,1.49179331342346,0.197153624715111,7.56665425542703,3.8295937483915405e-14,7.58364164135199e-14
Ppib,2.43279805531426,1.48505945770406,0.198632000065812,7.47643610904597,7.63652431507549e-14,1.50538734609872e-13
Arf5,2.39121147091703,1.48451260373555,0.199625955319258,7.43647088055956,1.0341074902360699e-13,2.03507675741086e-13
Uqcr10,2.32368171690158,1.48448109007438,0.200084325111111,7.4192772934612,1.1776113282743998e-13,2.31443190270797e-13
Ctsz,2.34674317899529,1.48164644311764,0.207450993972563,7.14215157394524,9.18811965067047e-13,1.77999571632955e-12
Cybb,2.23978648310631,1.46812578863593,0.225608093732232,6.50741630917909,7.6454319459565e-11,1.43661464211278e-10
Vasp,2.4102835003476,1.46537453689716,0.200790823359683,7.29801547888564,2.92043047762866e-13,5.698933492793119e-13
Ywhae,2.29697598759584,1.46484668521488,0.200703313248976,7.2985675298629,2.90847521950809e-13,5.676665038636099e-13
Serp1,2.55669095332526,1.46472271135561,0.206323354123263,7.09916101150888,1.25516511637548e-12,2.4275516515302e-12
